status,global_index,category,family,scheme,description,parameter_name,parameter_value,variant_index,is_control,mean_full_acc,mean_in_acc,mean_out_acc,support_loss,validation_loss,top_weights,art_painting_full_acc,mean_full_acc,mean_in_acc,mean_out_acc,test_env0_in_acc,test_env0_out_acc
success,166,cluster,community_minority_committee,community_minority_committee__alpha_0p4,Prefer underrepresented communities while still favoring individually strong members.,alpha,0.4,5,False,0.88232421875,0.8798047589993899,0.8924205378973105,0.13777938401318154,0.07683306565789991,"[{'index': 17, 'rank': 1, 'step': 4550, 'weight': 0.21929510659275753}, {'index': 4, 'rank': 2, 'step': 650, 'weight': 0.12586480711780867}, {'index': 10, 'rank': 3, 'step': 1300, 'weight': 0.1054542185808537}, {'index': 8, 'rank': 4, 'step': 1000, 'weight': 0.04617903625995417}, {'index': 12, 'rank': 5, 'step': 2050, 'weight': 0.04126565351640976}]",0.88232421875,0.88232421875,0.8798047589993899,0.8924205378973105,0.8798047589993899,0.8924205378973105
success,456,domain,residual_shift_compromise,residual_shift_compromise__alpha_0p4,Prefer checkpoints that both correct the committee residual and oppose the family source-domain residual.,alpha,0.4,5,False,0.88232421875,0.8804148871262966,0.8899755501222494,0.12639024979447483,0.050349402233582585,"[{'index': 2, 'rank': 1, 'step': 450, 'weight': 0.08450252151745616}, {'index': 18, 'rank': 2, 'step': 5100, 'weight': 0.08387135484178901}, {'index': 23, 'rank': 3, 'step': 13950, 'weight': 0.07565671573283872}, {'index': 0, 'rank': 4, 'step': 250, 'weight': 0.07269800846591006}, {'index': 8, 'rank': 5, 'step': 1000, 'weight': 0.061587451384887464}]",0.88232421875,0.88232421875,0.8804148871262966,0.8899755501222494,0.8804148871262966,0.8899755501222494
success,697,trajectory,phase_canceling_pair,phase_canceling_pair__temperature_0p07,Prefer checkpoints whose residual error pattern cancels other family members.,temperature,0.07,6,False,0.8818359375,0.8773642464917633,0.8997555012224939,0.13108903888535864,0.0762432753538885,"[{'index': 17, 'rank': 1, 'step': 4550, 'weight': 0.1110765470192897}, {'index': 3, 'rank': 2, 'step': 600, 'weight': 0.1110765470192897}, {'index': 11, 'rank': 3, 'step': 1550, 'weight': 0.06694710555435467}, {'index': 23, 'rank': 4, 'step': 13950, 'weight': 0.06694710555435467}, {'index': 22, 'rank': 5, 'step': 8000, 'weight': 0.06466582755031376}]",0.8818359375,0.8818359375,0.8773642464917633,0.8997555012224939,0.8773642464917633,0.8997555012224939
success,233,consensus,leave_one_out_pivotality,leave_one_out_pivotality__power_0p75,Prefer checkpoints whose removal hurts the uniform committee the most.,power,0.75,2,False,0.8818359375,0.8779743746186699,0.8973105134474327,0.14177267953357806,0.08229065755335223,"[{'index': 12, 'rank': 1, 'step': 2050, 'weight': 0.09019501835552407}, {'index': 23, 'rank': 2, 'step': 13950, 'weight': 0.08404506488913657}, {'index': 1, 'rank': 3, 'step': 350, 'weight': 0.07821963072163289}, {'index': 17, 'rank': 4, 'step': 4550, 'weight': 0.07811100724618543}, {'index': 22, 'rank': 5, 'step': 8000, 'weight': 0.07366721971040122}]",0.8818359375,0.8818359375,0.8779743746186699,0.8973105134474327,0.8779743746186699,0.8973105134474327
success,621,subspace,redundancy_guarded_pivotality,redundancy_guarded_pivotality__alpha_0p05,Prefer pivotal checkpoints while suppressing redundant ones.,alpha,0.05,0,False,0.8818359375,0.8785845027455765,0.8948655256723717,0.1299589231784659,0.0778053611078683,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.15174169516278568}, {'index': 21, 'rank': 2, 'step': 7450, 'weight': 0.06858313653745289}, {'index': 16, 'rank': 3, 'step': 4100, 'weight': 0.0684405193393366}, {'index': 8, 'rank': 4, 'step': 1000, 'weight': 0.06436203610556136}, {'index': 3, 'rank': 5, 'step': 600, 'weight': 0.06107279478532645}]",0.8818359375,0.8818359375,0.8785845027455765,0.8948655256723717,0.8785845027455765,0.8948655256723717
success,625,subspace,redundancy_guarded_pivotality,redundancy_guarded_pivotality__alpha_0p3,Prefer pivotal checkpoints while suppressing redundant ones.,alpha,0.3,4,False,0.8818359375,0.8785845027455765,0.8948655256723717,0.12077378518678228,0.06011206718130397,"[{'index': 23, 'rank': 1, 'step': 13950, 'weight': 0.12302611822824969}, {'index': 21, 'rank': 2, 'step': 7450, 'weight': 0.06587655622453054}, {'index': 16, 'rank': 3, 'step': 4100, 'weight': 0.058723650594653655}, {'index': 1, 'rank': 4, 'step': 350, 'weight': 0.05774586920263828}, {'index': 3, 'rank': 5, 'step': 600, 'weight': 0.05634921915037915}]",0.8818359375,0.8818359375,0.8785845027455765,0.8948655256723717,0.8785845027455765,0.8948655256723717
success,41,blend,residual_calibration_guard,residual_calibration_guard__alpha_0p05,Prefer residual-correcting checkpoints that also remain calibrated.,alpha,0.05,0,False,0.8818359375,0.8791946308724832,0.8924205378973105,0.11239920471041295,0.06266357417867965,"[{'index': 1, 'rank': 1, 'step': 350, 'weight': 0.0948193109230047}, {'index': 22, 'rank': 2, 'step': 8000, 'weight': 0.08874073744220266}, {'index': 21, 'rank': 3, 'step': 7450, 'weight': 0.07342666603847589}, {'index': 12, 'rank': 4, 'step': 2050, 'weight': 0.06347576460116947}, {'index': 23, 'rank': 5, 'step': 13950, 'weight': 0.0618267059426021}]",0.8818359375,0.8818359375,0.8791946308724832,0.8924205378973105,0.8791946308724832,0.8924205378973105
success,273,consensus,residual_redundancy_balance,residual_redundancy_balance__alpha_0p15,Balance residual correction against redundancy penalties.,alpha,0.15,2,False,0.8818359375,0.8791946308724832,0.8924205378973105,0.11308553038646142,0.0758972338267735,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.0853823936193116}, {'index': 1, 'rank': 2, 'step': 350, 'weight': 0.08533769352905321}, {'index': 21, 'rank': 3, 'step': 7450, 'weight': 0.07281252562211953}, {'index': 23, 'rank': 4, 'step': 13950, 'weight': 0.05964987350541246}, {'index': 15, 'rank': 5, 'step': 3400, 'weight': 0.05672931956128147}]",0.8818359375,0.8818359375,0.8791946308724832,0.8924205378973105,0.8791946308724832,0.8924205378973105
success,280,consensus,residual_redundancy_balance,residual_redundancy_balance__alpha_0p9,Balance residual correction against redundancy penalties.,alpha,0.9,9,False,0.8818359375,0.8791946308724832,0.8924205378973105,0.14432612166452471,0.07380257046022334,"[{'index': 4, 'rank': 1, 'step': 650, 'weight': 0.08649286688894867}, {'index': 10, 'rank': 2, 'step': 1300, 'weight': 0.07835401004263395}, {'index': 20, 'rank': 3, 'step': 6800, 'weight': 0.07195777750706578}, {'index': 17, 'rank': 4, 'step': 4550, 'weight': 0.06648359959103206}, {'index': 3, 'rank': 5, 'step': 600, 'weight': 0.05762466754170458}]",0.8818359375,0.8818359375,0.8791946308724832,0.8924205378973105,0.8791946308724832,0.8924205378973105
success,451,domain,residual_shift_compromise,residual_shift_compromise__alpha_0p05,Prefer checkpoints that both correct the committee residual and oppose the family source-domain residual.,alpha,0.05,0,False,0.8818359375,0.8791946308724832,0.8924205378973105,0.12457302130899592,0.09045382188398297,"[{'index': 22, 'rank': 1, 'step': 8000, 'weight': 0.08342734165865379}, {'index': 9, 'rank': 2, 'step': 1250, 'weight': 0.06729315036342005}, {'index': 17, 'rank': 3, 'step': 4550, 'weight': 0.06497982940419242}, {'index': 21, 'rank': 4, 'step': 7450, 'weight': 0.06291020899842821}, {'index': 23, 'rank': 5, 'step': 13950, 'weight': 0.06249830280677905}]",0.8818359375,0.8818359375,0.8791946308724832,0.8924205378973105,0.8791946308724832,0.8924205378973105
